loan_id,customer_id,loan_type,loan_amount,outstanding_amount,interest_rate,loan_term_months,loan_status,application_date,disbursement_date,maturity_date
L0000253,C008899,Personal,1500000.0,977734.46,12.5,24,Current,2024-01-18,2024-02-18,2026-02-18
L0000254,C007532,Mortgage,3168496.35,2712626.71,10.33,120,Current,2024-04-25,2024-04-29,2034-04-29
L0000255,C003495,Mortgage,15000000.0,12640487.37,9.1,180,Current,2024-04-25,2024-05-18,2039-05-18
L0000256,C005662,Business,1252177.23,1083976.95,12.93,84,Current,2023-08-25,2023-09-26,2030-09-26
L0000257,C004054,Mortgage,6917142.31,5644260.46,10.23,180,Current,2021-08-08,2021-08-11,2036-08-11
L0000258,C009599,Mortgage,9991419.39,9280280.43,9.21,120,Current,2023-03-27,2023-04-16,2033-04-16
L0000259,C001689,Mortgage,11177016.48,0.0,12.76,240,Paid Off,2021-01-19,2021-02-17,2041-02-17
L0000260,C004760,Auto,2812585.24,0.0,13.11,60,Paid Off,2022-12-31,2023-01-13,2028-01-13
L0000261,C005904,Education,1526835.74,1276505.81,10.33,24,Current,2024-07-21,2024-08-11,2026-08-11
L0000262,C001124,Personal,882409.51,0.0,12.36,36,Paid Off,2021-10-17,2021-11-05,2024-11-05
L0000263,C007978,Personal,983250.31,725809.19,16.38,60,Current,2023-08-03,2023-08-25,2028-08-25
L0000264,C000561,Mortgage,12018460.5,10131198.61,11.08,240,Current,2024-03-30,2024-04-27,2044-04-27
L0000265,C000777,Personal,165981.63,0.0,16.21,24,Paid Off,2023-04-19,2023-05-06,2025-05-06
L0000266,C005143,Personal,1003902.57,788084.38,14.6,48,Current,2022-01-04,2022-01-17,2026-01-17
L0000267,C002840,Education,752392.38,0.0,8.19,60,Paid Off,2023-04-10,2023-04-21,2028-04-21
L0000268,C000670,Personal,685295.2,561245.32,12.55,60,Current,2023-12-11,2023-12-21,2028-12-21
L0000269,C001471,Mortgage,9356838.31,7806658.25,7.84,60,Current,2023-05-18,2023-05-26,2028-05-26
L0000270,C008600,Auto,300000.0,264782.72,10.89,36,Current,2023-11-16,2023-12-02,2026-12-02
L0000271,C008516,Business,928779.22,717033.42,10.83,84,Current,2023-05-09,2023-05-12,2030-05-12
L0000272,C006622,Personal,877796.91,0.0,14.48,12,Paid Off,2022-04-29,2022-06-01,2023-06-01
L0000273,C005905,Education,1546851.66,0.0,9.6,24,Paid Off,2021-08-20,2021-09-15,2023-09-15
L0000274,C000195,Auto,1821937.86,1249195.82,13.81,24,Current,2023-06-07,2023-06-24,2025-06-24
L0000275,C004498,Personal,655311.07,0.0,15.35,12,Paid Off,2021-02-04,2021-02-19,2022-02-19
L0000276,C009358,Mortgage,8091506.66,6935068.85,12.75,120,Current,2023-11-24,2023-12-23,2033-12-23
L0000277,C008660,Personal,652197.88,536871.09,14.48,36,Delinquent,2021-04-03,2021-05-02,2024-05-02
L0000278,C007509,Personal,1115050.66,1013635.36,15.58,60,Delinquent,2021-08-12,2021-08-30,2026-08-30
L0000279,C004842,Mortgage,12261652.31,4872322.11,8.88,120,Default,2022-06-12,2022-07-11,2032-07-11
L0000280,C005793,Auto,682105.34,0.0,11.49,36,Closed,2021-03-12,2021-03-24,2024-03-24
L0000281,C006331,Education,1125268.12,452820.16,11.42,60,Delinquent,2022-10-10,2022-11-03,2027-11-03
L0000282,C008836,Personal,463485.72,0.0,13.52,24,Paid Off,2023-01-04,2023-02-03,2025-02-03
L0000283,C006972,Mortgage,7681502.51,0.0,11.59,60,Paid Off,2021-04-02,2021-04-28,2026-04-28
L0000284,C006058,Auto,394575.66,313903.87,11.77,36,Current,2022-12-08,2023-01-02,2026-01-02
L0000285,C009512,Mortgage,9120584.15,4742414.95,11.36,240,Delinquent,2024-08-12,2024-08-18,2044-08-18
L0000286,C003651,Auto,1538276.23,800964.94,11.34,60,Current,2021-05-17,2021-06-11,2026-06-11
L0000287,C003579,Personal,1500000.0,0.0,14.93,12,Paid Off,2022-10-25,2022-11-08,2023-11-08
L0000288,C008742,Personal,373381.01,326188.51,16.74,12,Current,2024-03-01,2024-03-29,2025-03-29
L0000289,C007932,Auto,2254963.2,1631393.42,15.38,60,Current,2021-12-25,2022-01-23,2027-01-23
L0000290,C002416,Auto,4000000.0,2169662.58,13.8,48,Current,2021-03-13,2021-03-26,2025-03-26
L0000291,C006185,Personal,538517.08,268450.84,15.12,60,Current,2021-04-15,2021-04-29,2026-04-29
L0000292,C008807,Mortgage,7819376.24,6235566.62,9.04,240,Current,2021-03-30,2021-04-28,2041-04-28
L0000293,C006324,Auto,4000000.0,3307509.36,11.18,36,Current,2024-06-30,2024-07-22,2027-07-22
L0000294,C004658,Business,5099667.68,0.0,16.09,36,Paid Off,2021-07-22,2021-07-26,2024-07-26
L0000295,C003639,Personal,532005.51,418472.53,15.9,48,Current,2024-02-02,2024-03-05,2028-03-05
L0000296,C006513,Mortgage,12540574.8,9893242.46,9.66,120,Current,2021-05-14,2021-06-10,2031-06-10
L0000297,C008544,Personal,628688.5,586304.91,13.86,48,Current,2024-09-27,2024-10-04,2028-10-04
L0000298,C004883,Personal,74224.65,52614.15,15.05,24,Current,2023-12-28,2024-01-19,2026-01-19
L0000299,C003321,Personal,250507.5,204923.4,13.36,60,Current,2023-07-03,2023-07-28,2028-07-28
L0000300,C001516,Auto,2054769.73,1699446.62,13.27,48,Current,2023-09-15,2023-09-23,2027-09-23
L0000301,C001605,Personal,489648.02,0.0,15.3,12,Paid Off,2021-12-05,2022-01-02,2023-01-02
L0000302,C003771,Personal,1491761.55,1228453.0,13.42,36,Current,2022-10-25,2022-11-25,2025-11-25
L0000303,C007126,Personal,626746.64,0.0,15.44,12,Paid Off,2021-11-21,2021-12-09,2022-12-09
L0000304,C007549,Education,1752616.13,861332.96,9.24,48,Current,2022-02-01,2022-02-25,2026-02-25
L0000305,C003501,Personal,718980.04,0.0,14.07,48,Paid Off,2022-05-30,2022-06-26,2026-06-26
L0000306,C002469,Business,2237244.97,499809.32,10.72,36,Default,2022-08-22,2022-09-09,2025-09-09
L0000307,C007614,Mortgage,5083635.38,4612954.53,9.25,120,Current,2021-02-27,2021-03-27,2031-03-27
L0000308,C009564,Mortgage,2190729.28,1776272.98,9.9,240,Current,2023-04-12,2023-05-09,2043-05-09
L0000309,C004838,Personal,802964.19,463050.4,13.57,60,Current,2021-03-10,2021-03-27,2026-03-27
L0000310,C003406,Personal,303955.22,210815.77,13.16,24,Delinquent,2021-05-02,2021-05-18,2023-05-18
L0000311,C004219,Auto,3827510.11,0.0,10.0,24,Closed,2021-06-15,2021-06-18,2023-06-18
L0000312,C008555,Personal,667154.22,417474.17,17.61,48,Current,2021-11-30,2021-12-07,2025-12-07
L0000313,C000221,Personal,529144.97,0.0,16.0,12,Paid Off,2023-09-26,2023-10-10,2024-10-10
L0000314,C001144,Mortgage,12284541.49,9036245.79,8.77,120,Current,2022-10-24,2022-11-14,2032-11-14
L0000315,C001700,Personal,506026.09,430324.2,15.56,60,Current,2022-10-08,2022-11-06,2027-11-06
L0000316,C009381,Mortgage,9929152.2,9246313.55,12.26,180,Current,2021-08-18,2021-08-21,2036-08-21
L0000317,C005564,Auto,3468033.6,0.0,12.79,36,Paid Off,2021-02-15,2021-02-19,2024-02-19
L0000318,C002160,Personal,1500000.0,1363853.49,13.37,48,Current,2022-07-18,2022-08-08,2026-08-08
L0000319,C005619,Education,997062.07,0.0,8.25,24,Paid Off,2021-10-31,2021-11-17,2023-11-17
L0000320,C005013,Personal,991400.41,215648.23,13.1,36,Default,2023-10-01,2023-10-10,2026-10-10
L0000321,C004671,Personal,1013091.2,0.0,18.58,24,Closed,2023-01-03,2023-01-14,2025-01-14
L0000322,C005241,Business,5636478.6,3001552.54,13.18,48,Current,2022-04-10,2022-04-26,2026-04-26
L0000323,C009579,Personal,896894.63,617273.0,13.99,60,Current,2022-10-31,2022-11-06,2027-11-06
L0000324,C000896,Auto,4000000.0,3166192.56,12.66,36,Current,2022-11-24,2022-12-01,2025-12-01
L0000325,C004389,Business,598268.76,506459.97,13.68,24,Current,2024-03-06,2024-03-31,2026-03-31
L0000326,C003644,Mortgage,4138805.03,3781437.46,14.59,240,Current,2023-11-13,2023-12-17,2043-12-17
L0000327,C004278,Auto,962937.29,890559.65,9.81,60,Current,2024-06-25,2024-07-18,2029-07-18
L0000328,C005430,Business,622122.15,542356.1,12.65,36,Current,2023-05-07,2023-06-01,2026-06-01
L0000329,C005011,Personal,328118.11,0.0,15.16,12,Paid Off,2022-06-21,2022-06-28,2023-06-28
L0000330,C007267,Business,5631769.92,4207837.54,13.73,60,Current,2023-10-24,2023-11-19,2028-11-19
L0000331,C007840,Mortgage,10503531.78,9169716.13,12.37,120,Current,2024-08-18,2024-08-24,2034-08-24
L0000332,C007826,Personal,996052.05,0.0,13.83,48,Closed,2022-10-08,2022-10-12,2026-10-12
L0000333,C004834,Business,3317962.11,1491718.26,15.38,84,Delinquent,2021-05-24,2021-05-27,2028-05-27
L0000334,C000710,Personal,1262415.73,1101456.63,15.72,36,Current,2023-04-07,2023-05-11,2026-05-11
L0000335,C009098,Personal,130471.55,108790.38,16.55,48,Current,2022-03-08,2022-04-10,2026-04-10
L0000336,C009812,Business,5128698.04,3447825.18,11.36,48,Current,2021-07-31,2021-08-31,2025-08-31
L0000337,C003981,Auto,934751.18,327702.43,10.36,48,Current,2021-03-02,2021-03-19,2025-03-19
L0000338,C006183,Auto,2535966.15,2127184.76,10.06,36,Current,2024-10-22,2024-11-20,2027-11-20
L0000339,C007405,Auto,2343881.19,0.0,15.76,24,Paid Off,2021-04-22,2021-05-14,2023-05-14
L0000340,C001604,Personal,1391993.04,0.0,12.53,12,Closed,2021-09-01,2021-09-07,2022-09-07
L0000341,C004838,Personal,896989.68,799229.87,15.29,36,Current,2022-02-22,2022-03-20,2025-03-20
L0000342,C009086,Auto,2463712.24,2164536.32,12.96,36,Current,2023-09-17,2023-10-03,2026-10-03
L0000343,C001445,Auto,3240561.25,2406104.12,11.83,36,Current,2023-08-22,2023-09-01,2026-09-01
L0000344,C005673,Personal,1094079.45,0.0,11.24,36,Paid Off,2021-08-17,2021-09-19,2024-09-19
L0000345,C002654,Personal,880892.34,539803.16,13.62,60,Current,2022-08-04,2022-09-01,2027-09-01
L0000346,C006602,Personal,1130345.3,0.0,16.69,24,Paid Off,2021-03-23,2021-04-10,2023-04-10
L0000347,C003712,Personal,524740.45,0.0,16.01,24,Paid Off,2022-07-23,2022-08-24,2024-08-24
L0000348,C001765,Auto,3041366.66,0.0,12.77,60,Closed,2022-05-04,2022-05-16,2027-05-16
L0000349,C003953,Business,5377010.02,4799121.21,11.11,36,Current,2023-09-04,2023-09-28,2026-09-28
L0000350,C005984,Auto,1719899.74,819240.23,11.68,36,Current,2022-02-16,2022-03-05,2025-03-05
L0000351,C001910,Personal,711339.82,668792.53,15.11,24,Current,2023-05-07,2023-05-31,2025-05-31
L0000352,C002221,Business,1265153.37,1042526.02,12.19,84,Delinquent,2024-08-29,2024-09-06,2031-09-06
L0000353,C002428,Auto,1604416.02,1354843.27,11.41,48,Current,2024-07-09,2024-08-02,2028-08-02
L0000354,C006585,Personal,1060365.74,0.0,13.59,12,Paid Off,2023-05-27,2023-06-04,2024-06-04
L0000355,C003062,Mortgage,15000000.0,11899931.39,10.67,180,Current,2022-05-02,2022-05-29,2037-05-29
L0000356,C006326,Personal,369912.59,0.0,13.35,12,Paid Off,2023-04-18,2023-04-24,2024-04-24
L0000357,C004059,Personal,545043.75,361129.67,16.28,24,Delinquent,2024-08-06,2024-08-11,2026-08-11
L0000358,C004653,Auto,2543836.26,1891274.74,12.62,36,Current,2022-03-26,2022-03-30,2025-03-30
L0000359,C007198,Personal,114056.74,0.0,13.47,12,Paid Off,2023-04-17,2023-05-04,2024-05-04
L0000360,C004717,Auto,3729372.59,2799580.12,14.69,24,Delinquent,2021-07-10,2021-08-11,2023-08-11
L0000361,C000807,Auto,302474.94,0.0,13.03,24,Paid Off,2021-04-29,2021-05-05,2023-05-05
L0000362,C008579,Education,1222904.69,911587.32,11.62,48,Current,2024-02-23,2024-03-25,2028-03-25
L0000363,C001530,Education,1466020.78,1255381.13,9.38,36,Current,2023-08-30,2023-09-13,2026-09-13
L0000364,C005609,Auto,971922.69,0.0,12.37,24,Paid Off,2022-07-18,2022-08-07,2024-08-07
L0000365,C008060,Auto,2837346.78,2160043.26,8.91,48,Current,2023-06-20,2023-07-18,2027-07-18
L0000366,C002786,Education,191651.74,167323.25,10.12,24,Current,2024-10-17,2024-11-09,2026-11-09
L0000367,C009607,Mortgage,2105318.55,1800823.79,8.51,60,Current,2023-07-13,2023-07-18,2028-07-18
L0000368,C003328,Education,691592.26,265639.42,7.07,60,Delinquent,2024-06-08,2024-06-27,2029-06-27
L0000369,C006477,Personal,262680.51,135289.12,13.73,60,Current,2021-11-21,2021-11-29,2026-11-29
L0000370,C008301,Mortgage,14973048.38,12727953.82,10.51,180,Current,2024-10-07,2024-11-10,2039-11-10
L0000371,C000946,Education,1748949.01,1653515.25,7.71,48,Current,2024-07-21,2024-07-29,2028-07-29
L0000372,C005870,Auto,2549116.46,2433136.5,15.04,60,Current,2023-03-24,2023-04-09,2028-04-09
L0000373,C005400,Auto,2310555.69,2174459.08,15.41,60,Current,2024-01-23,2024-02-24,2029-02-24
L0000374,C008691,Personal,889204.96,643682.42,13.8,48,Current,2022-12-21,2023-01-10,2027-01-10
L0000375,C001251,Education,919757.13,477863.88,12.69,48,Current,2022-01-06,2022-01-24,2026-01-24
L0000376,C004825,Business,7133183.68,6022410.67,13.7,36,Current,2024-08-14,2024-09-17,2027-09-17
L0000377,C000644,Personal,1500000.0,725046.83,15.56,12,Current,2024-03-02,2024-03-12,2025-03-12
L0000378,C007969,Education,616983.45,441489.37,9.15,60,Delinquent,2021-01-09,2021-01-13,2026-01-13
L0000379,C009078,Mortgage,8032900.32,6313291.15,11.75,120,Current,2022-08-18,2022-08-20,2032-08-20
L0000380,C000177,Business,6774387.54,4533874.45,13.35,60,Current,2022-02-25,2022-03-12,2027-03-12
L0000381,C002267,Auto,1061809.4,946809.89,12.57,60,Current,2024-07-29,2024-08-09,2029-08-09
L0000382,C006808,Auto,2185494.13,2081675.63,10.92,60,Current,2022-11-28,2022-12-17,2027-12-17
L0000383,C004955,Business,2880238.75,2328954.73,13.86,48,Delinquent,2022-10-17,2022-11-11,2026-11-11
L0000384,C004182,Personal,86074.9,0.0,14.18,24,Paid Off,2021-09-17,2021-09-26,2023-09-26
L0000385,C002854,Auto,1474842.71,758012.41,10.8,36,Current,2022-03-27,2022-04-13,2025-04-13
L0000386,C002667,Mortgage,6653789.03,5548448.76,9.28,120,Current,2024-03-31,2024-04-23,2034-04-23
L0000387,C004478,Education,1305812.39,956353.72,8.99,36,Current,2022-08-03,2022-08-16,2025-08-16
L0000388,C000278,Personal,767380.56,610136.68,14.71,24,Current,2024-04-08,2024-04-24,2026-04-24
L0000389,C001010,Auto,2858871.99,2675955.05,14.15,36,Current,2023-10-19,2023-11-02,2026-11-02
L0000390,C001611,Personal,768152.37,554919.38,14.33,60,Delinquent,2023-11-14,2023-11-22,2028-11-22
L0000391,C008140,Education,843618.98,667860.17,8.39,60,Current,2022-09-29,2022-10-28,2027-10-28
L0000392,C008343,Education,1487085.58,1256429.88,9.9,48,Current,2024-01-11,2024-02-07,2028-02-07
L0000393,C002245,Education,2000000.0,1537517.38,7.38,60,Current,2023-03-29,2023-04-25,2028-04-25
L0000394,C002507,Business,4105697.61,0.0,9.44,24,Closed,2022-07-21,2022-08-22,2024-08-22
L0000395,C000220,Business,2031047.81,1836832.12,13.18,48,Current,2022-01-12,2022-02-03,2026-02-03
L0000396,C002630,Auto,951829.69,0.0,12.25,24,Paid Off,2021-12-24,2022-01-14,2024-01-14
L0000397,C005848,Education,640911.72,395801.16,7.58,36,Current,2022-12-09,2022-12-19,2025-12-19
L0000398,C005565,Mortgage,3078688.62,2766410.6,8.61,120,Current,2024-10-05,2024-10-29,2034-10-29
L0000399,C009353,Personal,94625.75,65045.35,15.21,48,Current,2023-09-06,2023-09-08,2027-09-08
L0000400,C008246,Auto,2587278.62,2041165.09,10.19,48,Current,2022-01-09,2022-01-18,2026-01-18
L0000401,C004504,Auto,2041967.72,0.0,12.77,36,Closed,2023-03-15,2023-04-03,2026-04-03
L0000402,C006052,Mortgage,5056448.66,4813466.21,12.98,240,Current,2021-11-10,2021-11-27,2041-11-27
L0000403,C000919,Business,3550346.03,2727357.21,16.6,60,Current,2021-12-15,2021-12-29,2026-12-29
L0000404,C009677,Mortgage,11498878.38,9724823.35,8.39,240,Current,2024-03-07,2024-03-27,2044-03-27
L0000405,C008793,Business,2542912.52,1879464.92,12.08,84,Current,2022-02-19,2022-03-24,2029-03-24
L0000406,C004175,Personal,248659.29,114965.84,16.74,12,Delinquent,2023-12-14,2023-12-19,2024-12-19
L0000407,C007492,Business,7043712.16,3123593.21,12.22,60,Delinquent,2024-05-30,2024-06-11,2029-06-11
L0000408,C008496,Mortgage,10576099.92,9492073.22,8.58,60,Current,2024-09-26,2024-10-01,2029-10-01
L0000409,C008052,Personal,357651.62,0.0,15.76,24,Paid Off,2022-06-07,2022-06-21,2024-06-21
L0000410,C001330,Personal,116546.75,0.0,14.74,12,Paid Off,2022-07-14,2022-07-21,2023-07-21
L0000411,C005991,Education,682022.75,442241.52,9.86,24,Current,2023-10-06,2023-10-27,2025-10-27
L0000412,C008437,Personal,1144137.02,0.0,14.36,60,Paid Off,2023-03-02,2023-03-19,2028-03-19
L0000413,C004592,Personal,1500000.0,966984.62,13.63,36,Current,2022-05-11,2022-06-03,2025-06-03
L0000414,C005812,Business,6745312.25,4578493.69,12.94,60,Current,2022-03-29,2022-04-11,2027-04-11
L0000415,C006965,Personal,1266094.51,1103288.38,13.3,60,Current,2021-09-02,2021-09-21,2026-09-21
L0000416,C002790,Personal,627673.62,437589.62,14.98,48,Current,2023-03-28,2023-04-03,2027-04-03
L0000417,C008597,Auto,2059401.45,1865225.67,12.11,36,Current,2023-05-26,2023-06-10,2026-06-10
L0000418,C004913,Personal,360601.25,118680.74,12.55,60,Default,2021-03-17,2021-04-05,2026-04-05
L0000419,C006936,Mortgage,1228263.01,0.0,12.61,180,Paid Off,2022-01-10,2022-01-27,2037-01-27
L0000420,C006355,Auto,1033951.85,942917.4,11.44,48,Current,2023-06-04,2023-06-06,2027-06-06
L0000421,C009341,Business,4910373.26,3953511.07,16.98,48,Delinquent,2022-05-11,2022-05-16,2026-05-16
L0000422,C001413,Personal,1316355.45,0.0,15.14,12,Paid Off,2022-05-25,2022-06-14,2023-06-14
L0000423,C003902,Auto,578483.97,500070.0,12.06,60,Current,2024-02-23,2024-03-08,2029-03-08
L0000424,C006415,Education,1118803.81,583784.64,10.02,36,Current,2023-01-06,2023-01-31,2026-01-31
L0000425,C005333,Education,694315.12,572613.78,10.28,36,Current,2024-02-23,2024-03-01,2027-03-01
L0000426,C002995,Auto,1156097.11,929227.39,9.99,60,Current,2024-01-25,2024-02-15,2029-02-15
L0000427,C008463,Mortgage,7191318.04,0.0,8.82,240,Closed,2021-09-22,2021-09-26,2041-09-26
L0000428,C001702,Personal,854089.31,704605.8,16.68,24,Current,2024-07-09,2024-08-10,2026-08-10
L0000429,C006443,Personal,709264.9,655844.38,14.42,36,Current,2022-03-16,2022-03-23,2025-03-23
L0000430,C000074,Education,120468.06,0.0,6.68,24,Paid Off,2023-01-01,2023-02-02,2025-02-02
L0000431,C007989,Personal,872677.15,747815.03,16.38,12,Current,2024-08-06,2024-08-19,2025-08-19
L0000432,C005533,Personal,338897.0,309327.64,14.47,36,Current,2023-10-20,2023-11-23,2026-11-23
L0000433,C001165,Personal,1349382.36,0.0,14.92,12,Closed,2023-05-23,2023-05-26,2024-05-26
L0000434,C006316,Business,1248820.22,1099761.51,12.54,60,Current,2023-12-13,2024-01-14,2029-01-14
L0000435,C005541,Auto,368419.55,210764.76,13.37,36,Current,2022-06-08,2022-07-02,2025-07-02
L0000436,C000096,Personal,799488.6,466050.85,14.67,60,Current,2021-06-17,2021-07-11,2026-07-11
L0000437,C008383,Business,5199662.39,3370234.26,15.63,60,Delinquent,2021-01-14,2021-01-25,2026-01-25
L0000438,C008922,Auto,2821376.78,2030709.99,14.14,24,Delinquent,2021-06-02,2021-06-16,2023-06-16
L0000439,C003447,Auto,4000000.0,3539105.01,11.48,60,Current,2023-08-29,2023-09-11,2028-09-11
L0000440,C009318,Education,1613041.08,1540554.5,9.55,60,Current,2024-10-19,2024-11-16,2029-11-16
L0000441,C005532,Education,1791601.94,1587192.85,9.98,24,Current,2023-08-26,2023-09-28,2025-09-28
L0000442,C005972,Mortgage,5275659.18,5054190.34,11.41,240,Current,2023-11-08,2023-12-11,2043-12-11
L0000443,C005003,Mortgage,1078682.75,924821.36,9.93,180,Current,2021-09-06,2021-10-06,2036-10-06
L0000444,C005663,Education,1867607.78,1144087.89,8.36,36,Current,2022-05-17,2022-06-10,2025-06-10
L0000445,C003422,Personal,408021.28,371604.85,12.79,36,Current,2024-07-02,2024-07-04,2027-07-04
L0000446,C002311,Mortgage,5736151.55,4472544.87,8.45,120,Current,2022-07-14,2022-08-14,2032-08-14
L0000447,C007661,Mortgage,6003953.87,5442790.47,9.75,60,Current,2024-08-12,2024-09-04,2029-09-04
L0000448,C008004,Personal,113035.36,51844.17,14.26,48,Current,2021-10-19,2021-11-14,2025-11-14
L0000449,C004217,Personal,1000780.96,42833.71,13.56,12,Closed,2021-12-23,2021-12-31,2022-12-31
L0000450,C003173,Business,2867054.85,2544887.79,13.48,84,Current,2024-10-24,2024-11-13,2031-11-13
L0000451,C006967,Business,3397986.03,0.0,11.85,24,Paid Off,2021-07-30,2021-08-18,2023-08-18
L0000452,C002423,Auto,2206504.13,1559558.41,14.58,48,Current,2023-04-04,2023-04-10,2027-04-10
L0000453,C003223,Mortgage,13214281.29,11504786.62,9.07,180,Current,2023-06-02,2023-06-14,2038-06-14
L0000454,C007041,Mortgage,10020954.1,9332485.82,9.79,180,Current,2021-08-11,2021-09-07,2036-09-07
L0000455,C005354,Auto,424521.54,0.0,11.71,24,Paid Off,2021-05-22,2021-06-15,2023-06-15
L0000456,C009645,Education,830563.62,0.0,9.83,24,Paid Off,2022-11-14,2022-12-03,2024-12-03
L0000457,C006744,Auto,3351951.53,1622021.98,10.91,36,Current,2022-10-13,2022-10-21,2025-10-21
L0000458,C009022,Personal,401715.57,359125.81,16.78,48,Current,2024-01-11,2024-02-02,2028-02-02
L0000459,C004966,Personal,494967.09,438122.96,13.51,36,Current,2022-11-28,2022-12-31,2025-12-31
L0000460,C005726,Auto,1533907.87,1467438.73,10.05,60,Current,2024-02-20,2024-03-24,2029-03-24
L0000461,C004942,Mortgage,2731721.9,2422787.75,9.33,120,Current,2022-10-10,2022-10-12,2032-10-12
L0000462,C004237,Business,2999152.61,1636752.53,11.79,48,Current,2022-02-16,2022-02-27,2026-02-27
L0000463,C007825,Personal,1061416.59,0.0,14.99,36,Paid Off,2021-03-31,2021-04-22,2024-04-22
L0000464,C005089,Personal,833646.53,0.0,17.9,24,Paid Off,2022-07-09,2022-07-15,2024-07-15
L0000465,C007716,Mortgage,11110553.21,9718606.35,10.15,240,Current,2024-02-22,2024-03-08,2044-03-08
L0000466,C009270,Mortgage,5139215.92,3399417.75,11.23,60,Current,2021-04-01,2021-04-04,2026-04-04
L0000467,C005753,Mortgage,6784212.98,0.0,12.07,240,Paid Off,2022-06-27,2022-07-02,2042-07-02
L0000468,C005272,Auto,2329951.64,0.0,12.29,48,Paid Off,2021-02-02,2021-02-27,2025-02-27
L0000469,C007937,Personal,1069422.81,0.0,16.57,12,Paid Off,2021-06-07,2021-06-30,2022-06-30
L0000470,C005594,Mortgage,1782325.21,1506641.58,10.67,120,Current,2022-10-26,2022-11-24,2032-11-24
L0000471,C006686,Personal,436923.66,233667.3,11.85,24,Delinquent,2021-01-04,2021-01-27,2023-01-27
