"customer_id","customer_segment","region","age","employment_status","annual_income","loan_count","total_loan_amount","total_outstanding","payment_count","late_payment_count","average_days_late","maximum_days_late","late_payment_rate","payment_behavior_flag"
"C002916","Affluent","Punjab",40,"Salaried","342117.69","2","23315886.65","19379598.06","69","3","0.22",7,"4.35","Repeated Late Payments"
"C003887","Premium","Islamabad Capital",50,"Self-Employed","714253.61","3","22522159.79","19379225.85","67","7","0.39",6,"10.45","Repeated Late Payments"
"C000332","Affluent","Punjab",34,"Salaried","255885.19","2","22368851.82","19320196.00","26","2","0.38",6,"7.69","Occasional Late Payments"
"C000134","Affluent","Punjab",26,"Salaried","598389.33","4","24348475.23","19313239.45","81","10","0.20",3,"12.35","Repeated Late Payments"
"C003007","Mass Affluent","Sindh",41,"Business Owner","99545.17","4","20606709.16","19296978.28","56","4","0.25",6,"7.14","Repeated Late Payments"
"C000200","Mass Affluent","Punjab",21,"Business Owner","91567.19","7","20977256.69","19266416.08","159","22","0.33",7,"13.84","Repeated Late Payments"
"C006027","Mass Affluent","Punjab",57,"Self-Employed","119089.34","4","22798115.65","19260903.38","32","3","1.31",33,"9.38","Repeated Late Payments"
"C001615","Affluent","Khyber Pakhtunkhwa",21,"Salaried","172079.99","3","22143042.81","19247328.40","63","6","0.37",7,"9.52","Repeated Late Payments"
"C009249","Mass Affluent","Sindh",30,"Business Owner","150636.09","4","21698477.75","19235459.89","41","7","3.37",57,"17.07","High Payment Concern"
"C004030","Mass Affluent","Balochistan",24,"Salaried","121763.84","4","21395646.63","19224866.53","53","2","0.06",2,"3.77","Occasional Late Payments"
"C006270","Affluent","Punjab",32,"Salaried","297723.75","6","25433024.06","19200536.91","117","26","0.51",7,"22.22","Repeated Late Payments"
"C004237","Affluent","Punjab",51,"Self-Employed","123597.11","5","22166292.50","19184011.50","75","4","2.44",73,"5.33","Repeated Late Payments"
"C003968","Mass Affluent","Punjab",43,"Self-Employed","167209.05","4","22914511.60","19176782.16","84","7","0.29",7,"8.33","Repeated Late Payments"
"C009773","Mass Market","Khyber Pakhtunkhwa",45,"Salaried","63631.25","4","21347132.95","19176122.30","44","9","0.32",2,"20.45","Repeated Late Payments"
"C009087","Mass Affluent","Punjab",28,"Business Owner","141094.49","4","23673748.88","19170668.16","69","14","0.35",6,"20.29","Repeated Late Payments"
"C004148","Affluent","Sindh",34,"Self-Employed","267683.75","4","29364557.14","19168004.99","85","29","0.47",4,"34.12","Repeated Late Payments"
"C006967","Mass Market","Sindh",51,"Salaried","50526.33","4","26763538.89","19131477.05","82","11","0.29",7,"13.41","Repeated Late Payments"
"C009126","Affluent","Islamabad Capital",36,"Salaried","336319.38","7","27854293.22","19101883.48","123","16","0.26",7,"13.01","Repeated Late Payments"
"C008537","Mass Market","Punjab",36,"Salaried","47664.44","3","22388325.50","19055068.75","65","8","4.20",67,"12.31","High Payment Concern"
"C004160","Affluent","Punjab",50,"Business Owner","181940.81","5","30257341.56","19052038.98","67","6","0.24",7,"8.96","Repeated Late Payments"
"C007771","Affluent","Punjab",37,"Self-Employed","364317.47","4","29257125.04","19033870.07","62","11","0.37",6,"17.74","Repeated Late Payments"
"C006679","Affluent","Punjab",52,"Salaried","354229.75","6","23039116.17","19019635.45","92","13","0.34",7,"14.13","Repeated Late Payments"
"C007004","Affluent","Sindh",29,"Salaried","758191.06","2","22502604.71","19017517.82","42","1","0.14",6,"2.38","Occasional Late Payments"
"C005902","Mass Market","Punjab",36,"Salaried","156497.07","5","23166212.93","18940923.81","72","11","0.33",7,"15.28","Repeated Late Payments"
"C009391","Mass Market","Sindh",28,"Self-Employed","62883.37","6","25482320.02","18895172.96","93","36","0.60",2,"38.71","Repeated Late Payments"
"C006122","Affluent","Punjab",44,"Salaried","377931.10","7","26319591.65","18876320.03","110","32","0.45",6,"29.09","Repeated Late Payments"
"C000608","Affluent","Punjab",31,"Salaried","576754.73","5","24188896.90","18847142.88","96","23","0.44",7,"23.96","Repeated Late Payments"
"C000117","Affluent","Khyber Pakhtunkhwa",39,"Salaried","406274.78","5","23049660.82","18838936.47","67","12","0.49",7,"17.91","Repeated Late Payments"
"C001803","Mass Affluent","Punjab",62,"Business Owner","133154.63","5","21504115.18","18836475.31","63","4","0.24",6,"6.35","Repeated Late Payments"
"C000541","Affluent","Islamabad Capital",21,"Salaried","307697.13","2","22124379.50","18833408.15","37","2","0.16",5,"5.41","Occasional Late Payments"
"C006642","Mass Market","Khyber Pakhtunkhwa",21,"Business Owner","33339.40","5","25331726.18","18778638.53","98","31","0.52",4,"31.63","Repeated Late Payments"
"C007363","Mass Market","Balochistan",21,"Retired","90261.06","2","21297799.77","18767183.57","46","1","0.15",7,"2.17","Occasional Late Payments"
"C003352","Affluent","Punjab",42,"Salaried","271498.59","5","23075606.93","18691216.11","75","7","0.27",7,"9.33","Repeated Late Payments"
"C003970","Mass Affluent","Punjab",65,"Salaried","123042.73","2","20373621.75","18571316.38","20","1","0.05",1,"5.00","Occasional Late Payments"
"C001884","Affluent","Khyber Pakhtunkhwa",37,"Student","30000.92","2","20993469.01","18550886.06","21","3","0.62",6,"14.29","Repeated Late Payments"
"C006459","Affluent","Sindh",44,"Salaried","247764.28","5","24832750.85","18541647.21","39","5","0.15",2,"12.82","Repeated Late Payments"
"C006477","Affluent","Khyber Pakhtunkhwa",55,"Self-Employed","560699.19","6","22753286.37","18517366.15","101","7","0.21",5,"6.93","Repeated Late Payments"
"C004525","Premium","Khyber Pakhtunkhwa",28,"Business Owner","458822.77","6","25322751.36","18492383.41","62","12","0.31",3,"19.35","Repeated Late Payments"
"C005427","Affluent","Islamabad Capital",57,"Self-Employed","303278.50","3","21498291.02","18487681.13","28","1","0.25",7,"3.57","Occasional Late Payments"
"C001886","Mass Market","Punjab",27,"Salaried","140565.45","3","21123487.49","18474449.64","35","2","0.26",5,"5.71","Occasional Late Payments"
"C009257","Mass Market","Sindh",37,"Salaried","75191.01","6","29022446.73","18450363.35","85","40","0.75",5,"47.06","Repeated Late Payments"
"C008107","Mass Market","Punjab",40,"Salaried","104277.35","5","25531377.39","18429030.71","41","13","0.71",7,"31.71","Repeated Late Payments"
"C008293","Affluent","Sindh",51,"Self-Employed","544246.57","3","24799994.60","18410453.30","50","4","0.38",7,"8.00","Repeated Late Payments"
"C003159","Affluent","Balochistan",30,"Salaried","311544.36","5","21464651.76","18363447.24","66","6","0.32",7,"9.09","Repeated Late Payments"
"C005637","Mass Affluent","Punjab",36,"Self-Employed","246233.74","5","24187540.40","18344126.98","100","21","0.41",7,"21.00","Repeated Late Payments"
"C006028","Premium","Punjab",48,"Salaried","394588.61","4","22518923.36","18326941.59","60","12","0.52",6,"20.00","Repeated Late Payments"
"C001882","Affluent","Sindh",35,"Salaried","176831.06","4","24785034.57","18313903.94","56","20","0.59",4,"35.71","Repeated Late Payments"
"C008789","Premium","Punjab",22,"Salaried","931259.52","6","30962212.52","18276243.80","101","31","0.51",4,"30.69","Repeated Late Payments"
"C001604","Premium","Khyber Pakhtunkhwa",36,"Salaried","336467.84","8","25178831.42","18271705.08","86","19","0.40",4,"22.09","Repeated Late Payments"
"C007504","Mass Affluent","Sindh",39,"Business Owner","129443.84","4","22732618.22","18265736.26","81","3","0.20",7,"3.70","Repeated Late Payments"
"C006301","Mass Market","Punjab",34,"Salaried","50800.37","4","27829747.20","18255271.56","87","14","0.29",4,"16.09","Repeated Late Payments"
"C003396","Affluent","Balochistan",51,"Self-Employed","416614.33","5","29866602.81","18246641.67","107","24","0.38",4,"22.43","Repeated Late Payments"
"C000948","Mass Affluent","Khyber Pakhtunkhwa",35,"Business Owner","125716.53","3","23361086.62","18215555.60","26","8","0.46",2,"30.77","Repeated Late Payments"
"C000315","Mass Affluent","Punjab",50,"Retired","65323.87","3","20615370.29","18206726.00","84","5","0.23",5,"5.95","Repeated Late Payments"
"C001361","Affluent","Sindh",51,"Salaried","257719.09","4","22764683.71","18202295.37","26","7","0.42",2,"26.92","Repeated Late Payments"
"C007624","Mass Affluent","Punjab",42,"Salaried","136085.27","2","19716360.55","18190130.13","55","4","0.36",7,"7.27","Repeated Late Payments"
"C002974","Affluent","Balochistan",42,"Salaried","328097.81","5","24099372.89","18185900.89","55","11","0.45",6,"20.00","Repeated Late Payments"
"C004856","Mass Affluent","Islamabad Capital",28,"Student","46177.53","4","20328605.05","18157061.72","46","4","0.48",7,"8.70","Repeated Late Payments"
"C002817","Affluent","Punjab",25,"Salaried","327110.80","6","41071279.03","18152912.07","95","29","0.72",7,"30.53","Repeated Late Payments"
"C004123","Mass Market","Balochistan",68,"Salaried","66399.09","4","27472645.78","18150629.21","87","23","4.85",74,"26.44","High Payment Concern"
"C004288","Mass Market","Punjab",30,"Self-Employed","51137.67","5","21658909.69","18096165.89","115","10","2.27",69,"8.70","High Payment Concern"
"C002004","Premium","Sindh",30,"Salaried","860701.07","7","27563310.08","18083960.26","144","46","0.58",6,"31.94","Repeated Late Payments"
"C009727","Mass Affluent","Punjab",46,"Salaried","108099.49","5","24207820.38","18051718.99","99","21","0.40",7,"21.21","Repeated Late Payments"
"C002959","Premium","Punjab",54,"Salaried","752327.18","6","20432753.22","18025140.61","115","5","0.21",6,"4.35","Repeated Late Payments"
"C003583","Mass Affluent","Punjab",38,"Salaried","143371.17","6","26203540.18","18021475.01","81","25","0.63",7,"30.86","Repeated Late Payments"
"C001082","Mass Affluent","Balochistan",26,"Business Owner","90631.41","6","23905030.64","18010410.58","69","19","0.54",7,"27.54","Repeated Late Payments"
"C000875","Premium","Khyber Pakhtunkhwa",31,"Self-Employed","577136.15","4","23398166.37","17973032.48","31","5","0.26",2,"16.13","Repeated Late Payments"
"C003275","Mass Affluent","Sindh",72,"Self-Employed","192832.68","2","20515361.63","17971054.29","58","4","0.26",7,"6.90","Repeated Late Payments"
"C007983","Affluent","Balochistan",26,"Self-Employed","147166.93","8","22525734.24","17948818.83","72","7","0.39",7,"9.72","Repeated Late Payments"
"C006692","Mass Affluent","Punjab",36,"Salaried","150246.09","7","24952097.52","17945842.84","120","20","0.33",7,"16.67","Repeated Late Payments"
"C006647","Mass Affluent","Punjab",35,"Salaried","132892.56","3","19907365.49","17931229.07","50","6","0.30",7,"12.00","Repeated Late Payments"
"C004514","Mass Affluent","Punjab",42,"Business Owner","90509.20","5","23548531.73","17913107.98","65","9","0.40",5,"13.85","Repeated Late Payments"
"C007487","Mass Affluent","Punjab",25,"Business Owner","221474.64","2","20975797.59","17885949.52","24","1","0.25",6,"4.17","Occasional Late Payments"
"C009410","Affluent","Sindh",46,"Self-Employed","683247.65","2","21632583.51","17782305.26","18","1","0.11",2,"5.56","Occasional Late Payments"
"C009682","Affluent","Punjab",34,"Salaried","499553.24","5","26005543.02","17762262.87","73","38","0.88",7,"52.05","Repeated Late Payments"
"C001183","Mass Affluent","Punjab",47,"Business Owner","141306.84","7","24906941.13","17749130.27","170","39","0.42",4,"22.94","Repeated Late Payments"
"C007046","Premium","Islamabad Capital",39,"Salaried","996015.01","6","21482338.98","17727028.17","72","10","0.44",6,"13.89","Repeated Late Payments"
"C003023","Mass Affluent","Sindh",39,"Business Owner","201088.32","5","22660114.76","17722558.99","67","20","9.48",58,"29.85","High Payment Concern"
"C005328","Mass Market","Balochistan",45,"Self-Employed","33261.94","4","19438919.82","17712164.19","48","2","0.29",7,"4.17","Occasional Late Payments"
"C002204","Affluent","Punjab",35,"Self-Employed","491635.47","4","36574213.58","17706991.99","99","19","0.45",7,"19.19","Repeated Late Payments"
"C004043","Mass Affluent","Punjab",24,"Business Owner","195156.61","5","23877539.65","17703115.52","91","19","0.38",6,"20.88","Repeated Late Payments"
"C004261","Mass Affluent","Islamabad Capital",35,"Business Owner","173536.88","3","20004602.95","17694587.61","36","2","0.19",6,"5.56","Occasional Late Payments"
"C000786","Affluent","Punjab",21,"Self-Employed","483191.23","4","19538965.14","17658915.92","33","2","0.27",7,"6.06","Occasional Late Payments"
"C006943","Mass Market","Sindh",58,"Salaried","56671.32","3","27276945.35","17622743.32","44","26","47.16",147,"59.09","High Payment Concern"
"C006954","Affluent","Sindh",28,"Salaried","362001.86","5","22642681.89","17575545.78","48","8","0.21",2,"16.67","Repeated Late Payments"
"C001580","Mass Affluent","Balochistan",49,"Salaried","154553.66","3","21189383.19","17530219.24","44","20","11.20",74,"45.45","High Payment Concern"
"C008957","Mass Market","Sindh",48,"Student","36304.24","2","20546548.88","17517339.26","16","1","0.44",7,"6.25","Occasional Late Payments"
"C008601","Affluent","Sindh",54,"Salaried","618532.71","6","25040273.90","17492632.64","74","19","0.50",6,"25.68","Repeated Late Payments"
"C005366","Affluent","Islamabad Capital",32,"Self-Employed","441079.25","4","19266501.88","17456642.36","75","17","0.36",5,"22.67","Repeated Late Payments"
"C005870","Affluent","Punjab",50,"Self-Employed","494548.88","6","21362191.08","17445220.36","115","18","0.44",7,"15.65","Repeated Late Payments"
"C003465","Mass Affluent","Khyber Pakhtunkhwa",44,"Salaried","96938.10","7","30557657.20","17439866.84","138","46","0.62",7,"33.33","Repeated Late Payments"
"C009532","Mass Affluent","Sindh",41,"Salaried","70657.49","4","22815753.70","17418091.37","41","17","14.85",73,"41.46","High Payment Concern"
"C007706","Mass Market","Sindh",33,"Self-Employed","71338.92","5","22575129.78","17373474.33","77","6","0.35",7,"7.79","Repeated Late Payments"
"C009275","Mass Market","Sindh",45,"Salaried","99498.11","7","28859142.43","17365093.85","81","6","0.15",3,"7.41","Repeated Late Payments"
"C005537","Mass Market","Punjab",38,"Self-Employed","93453.07","5","25478494.87","17365056.88","97","24","0.60",7,"24.74","Repeated Late Payments"
"C006904","Affluent","Punjab",35,"Salaried","157931.28","4","20818029.03","17359444.40","67","9","0.28",4,"13.43","Repeated Late Payments"
"C005386","Mass Affluent","Khyber Pakhtunkhwa",21,"Salaried","149758.67","4","19742226.21","17339944.80","84","27","2.44",56,"32.14","High Payment Concern"
"C005621","Affluent","Sindh",23,"Salaried","205609.60","6","21521785.84","17321786.89","93","21","0.49",7,"22.58","Repeated Late Payments"
"C006566","Mass Affluent","Sindh",37,"Salaried","246798.13","4","19222597.27","17317963.97","30","0","0.00",0,"0.00","No Late Payments"
"C000350","Affluent","Punjab",22,"Salaried","604063.43","4","20445706.90","17315979.48","79","12","0.29",7,"15.19","Repeated Late Payments"
"C006549","Mass Market","Khyber Pakhtunkhwa",47,"Salaried","75135.59","2","22289076.59","17311178.72","43","3","0.30",6,"6.98","Repeated Late Payments"
"C009035","Premium","Sindh",52,"Self-Employed","602834.48","5","21061456.32","17301880.11","61","15","0.48",7,"24.59","Repeated Late Payments"
"C003794","Mass Affluent","Punjab",21,"Salaried","214965.41","5","34216485.39","17244454.47","60","22","0.67",5,"36.67","Repeated Late Payments"
"C002282","Affluent","Punjab",24,"Retired","145003.31","4","20191586.03","17241005.33","48","11","0.58",7,"22.92","Repeated Late Payments"
"C005955","Mass Market","Sindh",42,"Salaried","65668.00","4","34950100.95","17183588.58","61","20","0.64",7,"32.79","Repeated Late Payments"
"C006341","Mass Affluent","Balochistan",36,"Business Owner","118008.49","5","22084314.42","17180005.24","80","17","5.05",69,"21.25","High Payment Concern"
"C003019","Mass Market","Punjab",23,"Self-Employed","57992.94","6","20843944.93","17171733.03","65","4","0.46",17,"6.15","Repeated Late Payments"
"C000907","Mass Affluent","Sindh",29,"Business Owner","182785.57","5","19476693.59","17157175.79","73","5","0.79",24,"6.85","Repeated Late Payments"
"C009489","Mass Market","Islamabad Capital",40,"Salaried","52613.77","5","22023287.65","17140391.75","52","12","0.42",5,"23.08","Repeated Late Payments"
"C005744","Mass Affluent","Balochistan",30,"Salaried","111605.89","4","20259391.64","17126401.38","77","6","0.21",6,"7.79","Repeated Late Payments"
"C009738","Affluent","Punjab",33,"Salaried","272280.52","4","18679646.97","17121460.75","61","10","5.69",72,"16.39","High Payment Concern"
"C008838","Mass Market","Khyber Pakhtunkhwa",43,"Salaried","69366.06","4","19787004.48","17029552.13","68","25","25.99",143,"36.76","High Payment Concern"
